YearsExperience,EducationLevel,Age,JobRole,Location,Certifications,PreviousCompanies,PerformanceRating,TechStack,Department,WorkingHours,LeavesTaken,Gender,EmploymentType,RemoteWork,Salary
7,4,60,Analyst,Mumbai,3,3,1,Python,HR,40,23,Female,PartTime,1,27100.0
25,2,51,Lead,Hyderabad,3,0,1,SQL,HR,57,25,Male,FullTime,1,53000.0
12,3,37,Director,Chennai,5,5,1,C++,Finance,47,21,Other,PartTime,1,63000.0
28,5,32,Engineer,Hyderabad,3,3,5,Python,IT,47,7,Other,PartTime,0,96100.0
4,2,25,Analyst,Pune,0,3,2,SQL,Finance,48,22,Other,Contract,0,8000.0
28,5,58,Analyst,Bangalore,5,4,2,C++,Operations,38,27,Male,FullTime,0,78600.0
21,1,59,Lead,Bangalore,1,0,2,C++,HR,58,3,Male,FullTime,0,26500.0
21,1,29,Intern,Bangalore,3,2,5,Java,Finance,59,3,Other,PartTime,1,65600.0
16,4,37,Analyst,Mumbai,0,0,1,C++,HR,50,17,Male,Contract,0,61900.0
2,4,49,Analyst,Mumbai,2,0,4,C++,IT,49,22,Male,FullTime,0,25400.0
27,3,62,Consultant,Bangalore,0,4,1,Java,HR,39,7,Other,FullTime,1,69800.0
5,5,37,Director,Delhi,3,5,2,C++,Finance,44,2,Female,FullTime,1,33500.0
13,1,34,Lead,Pune,1,1,4,SQL,IT,43,19,Female,PartTime,0,35000.0
14,1,40,Director,Hyderabad,2,5,1,Java,Finance,46,15,Female,Contract,1,35200.0
13,4,47,Lead,Mumbai,4,1,3,Java,Finance,37,20,Female,FullTime,1,62100.0
10,4,59,Lead,Chennai,0,1,4,C++,Operations,56,14,Male,PartTime,0,23700.0
10,3,40,Director,Pune,4,5,5,SQL,Finance,37,16,Male,Contract,0,46100.0
8,4,43,Analyst,Hyderabad,2,1,1,Python,IT,58,2,Other,PartTime,1,29000.0
5,4,29,Intern,Chennai,0,0,3,C++,Admin,40,12,Other,FullTime,1,37800.0
14,3,39,Manager,Delhi,0,4,3,Java,Operations,50,20,Male,Contract,1,39200.0
11,4,52,Director,Mumbai,0,3,5,SQL,IT,40,29,Male,Contract,0,48000.0
28,4,32,Lead,Chennai,2,1,3,JavaScript,Operations,57,4,Other,FullTime,1,73300.0
5,4,22,Director,Bangalore,4,4,2,C++,Admin,52,20,Female,Contract,1,26000.0
0,5,56,Intern,Mumbai,5,0,3,JavaScript,Admin,46,3,Male,Contract,0,43100.0
24,1,41,Analyst,Chennai,1,3,5,Java,Admin,45,8,Other,FullTime,1,73000.0
15,2,60,Manager,Mumbai,2,2,4,C++,IT,53,7,Male,PartTime,1,20200.0
19,1,63,Analyst,Chennai,4,3,2,C++,Operations,55,29,Female,Contract,1,44300.0
14,5,31,Lead,Bangalore,0,0,3,Java,Finance,35,16,Male,FullTime,0,67400.0
1,2,48,Lead,Pune,3,1,1,Java,Finance,56,8,Female,PartTime,0,30700.0
16,1,32,Lead,Bangalore,5,1,5,SQL,Admin,39,21,Other,FullTime,0,32600.0
2,3,25,Lead,Chennai,4,2,1,SQL,HR,53,28,Other,FullTime,0,-2700.0
2,5,35,Manager,Chennai,4,2,1,Python,Operations,40,2,Other,Contract,0,36900.0
4,3,52,Intern,Mumbai,5,4,1,JavaScript,Admin,35,3,Female,Contract,1,26900.0
16,3,37,Consultant,Chennai,3,3,2,Python,IT,42,13,Female,Contract,1,50100.0
22,1,61,Manager,Bangalore,0,3,4,C++,HR,57,10,Female,PartTime,1,42700.0
28,2,56,Lead,Chennai,4,1,4,C++,Admin,37,24,Male,Contract,1,83800.0
16,4,34,Director,Mumbai,3,3,3,JavaScript,Admin,36,14,Male,PartTime,0,62300.0
19,4,61,Engineer,Mumbai,4,5,1,Java,Operations,59,22,Male,FullTime,0,72400.0
5,5,29,Director,Pune,1,5,4,C++,HR,49,16,Other,PartTime,1,44000.0
30,3,37,Director,Chennai,4,3,4,JavaScript,IT,38,8,Male,PartTime,0,80100.0
0,5,64,Intern,Delhi,1,0,1,C++,Operations,37,26,Female,FullTime,1,38400.0
6,1,27,Lead,Hyderabad,5,4,2,Python,IT,45,11,Other,PartTime,1,25500.0
25,3,52,Consultant,Bangalore,5,4,2,C++,HR,52,6,Female,PartTime,0,67000.0
14,4,64,Manager,Mumbai,3,5,3,JavaScript,Admin,53,23,Female,FullTime,1,69300.0
6,1,64,Manager,Mumbai,4,3,1,SQL,IT,44,21,Other,PartTime,0,27400.0
18,1,26,Intern,Delhi,1,2,5,Python,Admin,37,1,Female,FullTime,1,34400.0
19,5,36,Director,Delhi,0,2,3,JavaScript,HR,53,25,Male,FullTime,1,76200.0
21,5,22,Consultant,Mumbai,4,3,4,C++,Finance,59,2,Other,PartTime,0,69600.0
29,2,30,Director,Chennai,1,1,2,Java,Admin,38,17,Other,FullTime,1,62900.0
10,4,24,Director,Chennai,5,3,5,Java,HR,44,12,Other,PartTime,0,29900.0
22,4,25,Intern,Bangalore,4,1,3,Python,Finance,49,9,Female,PartTime,0,49800.0
13,5,57,Lead,Hyderabad,3,0,3,C++,IT,39,9,Female,FullTime,0,50300.0
12,4,59,Analyst,Delhi,5,5,1,Java,Finance,37,9,Male,FullTime,0,33200.0
19,4,46,Engineer,Mumbai,4,0,4,Java,Operations,38,6,Female,PartTime,0,64200.0
25,1,50,Lead,Pune,0,3,3,Python,HR,42,27,Other,PartTime,1,41300.0
26,3,22,Engineer,Pune,4,3,3,Java,Admin,36,17,Other,FullTime,0,66400.0
24,3,38,Analyst,Bangalore,0,3,4,Java,IT,38,23,Female,Contract,1,72000.0
8,2,27,Analyst,Bangalore,2,4,1,JavaScript,Finance,36,10,Other,FullTime,0,19300.0
8,3,43,Lead,Hyderabad,5,3,2,Java,HR,49,10,Male,Contract,1,42200.0
15,4,40,Manager,Delhi,2,0,5,JavaScript,Admin,40,10,Male,PartTime,1,55100.0
11,1,35,Manager,Chennai,2,5,3,Java,Admin,50,8,Female,PartTime,0,24000.0
9,3,48,Engineer,Chennai,0,0,2,Python,HR,59,28,Male,FullTime,1,62400.0
5,4,23,Manager,Delhi,1,1,1,Java,IT,46,8,Other,Contract,1,25600.0
17,4,23,Director,Bangalore,1,3,2,SQL,Finance,45,24,Female,PartTime,0,59600.0
1,5,32,Director,Bangalore,4,0,3,Python,Finance,42,29,Female,Contract,1,23400.0
26,5,54,Analyst,Bangalore,4,2,1,Java,Operations,58,22,Male,FullTime,0,74300.0
19,3,56,Lead,Mumbai,5,2,5,Python,Admin,40,9,Other,Contract,0,64500.0
8,5,28,Manager,Chennai,2,3,1,C++,Finance,54,27,Other,PartTime,1,37900.0
18,4,29,Consultant,Mumbai,3,2,3,C++,Finance,58,25,Female,PartTime,0,67200.0
5,4,55,Consultant,Hyderabad,1,1,3,SQL,Operations,41,7,Other,PartTime,0,29500.0
1,5,44,Analyst,Pune,2,4,4,C++,Finance,37,17,Female,FullTime,0,45100.0
14,1,44,Director,Chennai,3,1,1,Python,Operations,59,25,Male,FullTime,0,37900.0
16,5,55,Intern,Delhi,4,2,3,JavaScript,Finance,44,1,Female,Contract,0,65000.0
15,1,31,Consultant,Bangalore,1,3,5,C++,IT,39,7,Female,FullTime,0,26800.0
27,5,26,Manager,Hyderabad,0,1,4,Python,Admin,53,1,Female,PartTime,0,63700.0
20,4,45,Manager,Delhi,0,0,1,JavaScript,Finance,38,10,Female,Contract,1,58500.0
7,4,21,Consultant,Mumbai,2,0,3,SQL,HR,42,17,Male,FullTime,1,37000.0
9,5,29,Lead,Mumbai,5,0,1,Python,Operations,56,22,Male,FullTime,0,63900.0
9,2,32,Manager,Bangalore,1,2,4,C++,Admin,35,6,Male,FullTime,0,27700.0
17,1,33,Manager,Delhi,2,1,2,Java,IT,43,12,Male,FullTime,1,25900.0
9,2,49,Lead,Chennai,5,1,3,SQL,IT,49,15,Male,FullTime,1,27000.0
8,4,52,Engineer,Bangalore,5,1,1,C++,IT,39,12,Female,PartTime,1,41500.0
27,1,51,Manager,Chennai,1,2,3,Python,IT,51,9,Female,Contract,1,57300.0
23,5,46,Consultant,Pune,4,4,5,Java,IT,46,2,Male,Contract,0,79400.0
18,1,60,Lead,Pune,1,0,1,JavaScript,HR,55,11,Female,FullTime,0,52000.0
0,1,44,Analyst,Hyderabad,2,3,4,Java,Operations,57,6,Other,PartTime,1,17700.0
3,3,35,Analyst,Bangalore,0,0,1,SQL,Operations,55,1,Male,PartTime,0,11100.0
23,1,62,Director,Delhi,2,0,2,C++,Finance,35,25,Male,PartTime,1,64300.0
2,4,26,Intern,Chennai,2,0,3,SQL,IT,48,17,Other,PartTime,0,38100.0
9,2,49,Lead,Bangalore,4,5,3,Python,Operations,52,15,Other,FullTime,0,30200.0
11,2,51,Manager,Chennai,1,3,1,Java,Admin,47,21,Other,Contract,1,41400.0
17,5,36,Analyst,Hyderabad,3,2,5,SQL,Admin,59,5,Female,PartTime,0,70500.0
22,3,30,Intern,Hyderabad,5,5,5,Java,Operations,58,18,Female,Contract,1,47100.0
19,2,60,Manager,Hyderabad,5,3,2,JavaScript,Operations,40,13,Female,PartTime,1,59600.0
5,2,24,Lead,Delhi,0,3,1,Python,IT,36,9,Other,FullTime,0,23200.0
20,1,49,Analyst,Hyderabad,5,3,2,Java,IT,51,22,Other,FullTime,1,58400.0
1,4,28,Director,Hyderabad,3,2,5,C++,Operations,49,26,Other,FullTime,0,18800.0
9,4,60,Analyst,Pune,4,1,1,Java,Admin,51,5,Male,Contract,0,74500.0
1,5,31,Consultant,Bangalore,1,4,5,JavaScript,Admin,55,3,Male,FullTime,0,29600.0
29,4,21,Director,Pune,4,3,5,Java,IT,40,25,Other,PartTime,1,78100.0
8,2,63,Consultant,Mumbai,1,0,5,JavaScript,HR,58,5,Female,Contract,1,37900.0
26,1,57,Lead,Bangalore,5,2,1,C++,Finance,59,26,Other,FullTime,1,49300.0
9,4,43,Consultant,Delhi,5,4,4,Python,IT,53,21,Other,PartTime,1,60100.0
1,3,50,Engineer,Delhi,1,5,1,Java,IT,57,26,Female,Contract,0,30400.0
7,3,35,Lead,Pune,1,3,4,SQL,Finance,58,0,Male,PartTime,0,24300.0
23,3,49,Director,Hyderabad,2,5,3,SQL,Admin,40,2,Other,Contract,1,55000.0
16,4,44,Manager,Delhi,2,5,2,JavaScript,Finance,51,23,Male,PartTime,0,55000.0
16,1,29,Analyst,Chennai,5,4,1,Python,Finance,37,26,Female,PartTime,0,65200.0
28,4,63,Analyst,Chennai,1,1,4,SQL,Operations,49,15,Other,Contract,1,65300.0
3,2,31,Director,Chennai,4,5,5,SQL,Operations,44,24,Female,FullTime,1,21400.0
17,4,35,Analyst,Bangalore,2,0,2,Python,Operations,40,9,Male,FullTime,1,57200.0
11,3,64,Director,Mumbai,5,3,1,SQL,Finance,49,2,Male,Contract,1,63100.0
30,3,58,Manager,Mumbai,0,2,4,SQL,Operations,44,9,Female,Contract,1,87200.0
16,1,46,Engineer,Pune,1,5,2,JavaScript,HR,36,20,Female,FullTime,0,52900.0
8,5,57,Lead,Mumbai,5,1,4,Python,Operations,35,22,Other,FullTime,0,48200.0
28,3,44,Consultant,Bangalore,2,3,5,Python,Admin,48,15,Other,PartTime,0,76800.0
18,3,42,Manager,Bangalore,3,0,1,C++,Admin,40,23,Female,Contract,1,41200.0
13,5,38,Consultant,Chennai,1,4,4,Python,HR,53,11,Female,Contract,0,60400.0
13,4,29,Manager,Hyderabad,4,1,5,Java,Finance,40,11,Other,FullTime,1,56400.0
29,3,49,Intern,Pune,5,5,4,Python,Operations,54,1,Female,FullTime,0,72100.0
16,1,52,Analyst,Bangalore,4,0,5,JavaScript,Operations,42,30,Other,FullTime,0,28500.0
1,4,32,Analyst,Delhi,5,3,3,Python,IT,45,12,Other,Contract,1,40500.0
7,4,61,Intern,Pune,4,1,2,SQL,Operations,56,24,Male,Contract,1,28100.0
4,3,37,Engineer,Hyderabad,4,0,5,JavaScript,Finance,59,17,Male,FullTime,1,19700.0
26,4,45,Director,Pune,5,4,2,SQL,HR,47,19,Other,FullTime,0,59600.0
6,4,34,Intern,Delhi,0,0,5,SQL,Admin,58,10,Male,PartTime,0,21200.0
21,1,45,Director,Delhi,2,5,3,C++,IT,47,26,Female,PartTime,0,51700.0
28,4,47,Manager,Delhi,2,5,5,Python,Finance,39,26,Other,FullTime,1,83200.0
15,3,33,Consultant,Mumbai,2,1,4,Python,Operations,41,19,Other,Contract,0,57100.0
15,3,57,Manager,Hyderabad,0,1,2,SQL,HR,35,8,Female,FullTime,0,42500.0
16,5,30,Intern,Bangalore,2,2,1,JavaScript,IT,52,2,Male,PartTime,0,62600.0
21,2,29,Analyst,Mumbai,0,1,4,C++,IT,48,14,Male,Contract,0,63900.0
26,5,33,Consultant,Bangalore,1,0,5,SQL,Finance,43,23,Other,Contract,1,81400.0
6,1,27,Director,Bangalore,3,5,4,Python,Admin,49,1,Female,FullTime,0,25400.0
19,1,34,Consultant,Hyderabad,4,0,4,C++,Admin,47,14,Other,Contract,1,44000.0
7,3,56,Intern,Pune,2,2,2,JavaScript,IT,51,27,Male,PartTime,0,24000.0
7,2,60,Engineer,Mumbai,3,3,5,Java,IT,39,18,Male,FullTime,1,32800.0
22,5,25,Consultant,Chennai,2,0,2,Python,Finance,42,16,Male,Contract,0,65200.0
10,2,33,Intern,Delhi,1,2,5,JavaScript,Finance,44,28,Other,FullTime,1,28200.0
14,3,40,Manager,Chennai,1,3,2,Python,IT,45,19,Male,PartTime,0,62200.0
17,4,48,Intern,Delhi,1,5,2,Python,Admin,38,28,Female,PartTime,1,51500.0
5,3,35,Analyst,Delhi,5,4,5,Java,HR,56,16,Female,FullTime,0,22500.0
21,3,59,Lead,Chennai,1,3,1,Java,Admin,42,19,Other,FullTime,1,44400.0
11,2,41,Lead,Bangalore,0,1,5,C++,HR,42,24,Other,Contract,0,26700.0
14,1,37,Lead,Pune,0,5,4,C++,HR,53,16,Other,PartTime,1,36100.0
27,4,26,Lead,Mumbai,1,1,4,C++,HR,46,25,Other,Contract,1,82100.0
22,4,45,Manager,Delhi,1,1,3,JavaScript,Finance,38,2,Male,FullTime,0,83300.0
5,1,30,Director,Pune,2,2,5,SQL,HR,44,21,Other,FullTime,1,22100.0
17,2,34,Director,Mumbai,1,3,4,C++,Finance,39,13,Other,FullTime,1,46600.0
23,2,39,Director,Hyderabad,2,4,4,SQL,Admin,48,29,Male,Contract,1,76300.0
30,1,31,Engineer,Mumbai,4,3,2,Python,Operations,53,25,Other,PartTime,1,59900.0
19,5,52,Engineer,Hyderabad,1,1,2,JavaScript,IT,49,9,Other,PartTime,0,67700.0
8,2,30,Director,Delhi,5,0,2,Python,Admin,56,22,Other,PartTime,1,41900.0
7,1,54,Manager,Bangalore,5,3,4,JavaScript,Operations,39,3,Female,PartTime,1,34400.0
13,5,64,Lead,Bangalore,2,2,3,Java,Finance,52,25,Female,Contract,0,40700.0
18,3,49,Lead,Pune,5,1,1,Python,IT,53,26,Female,Contract,1,52300.0
18,4,49,Consultant,Bangalore,1,4,1,Python,IT,48,8,Male,Contract,1,56300.0
7,1,42,Director,Pune,0,4,2,C++,Finance,39,12,Other,PartTime,0,10000.0
1,2,34,Analyst,Hyderabad,0,2,1,JavaScript,Admin,45,10,Female,PartTime,0,19700.0
24,4,22,Manager,Mumbai,2,0,4,C++,Operations,37,25,Male,PartTime,1,78400.0
3,5,32,Analyst,Delhi,2,5,2,Java,Operations,48,25,Female,FullTime,1,26900.0
30,4,42,Analyst,Bangalore,0,5,4,Python,Admin,59,22,Male,FullTime,0,74100.0
5,1,21,Manager,Delhi,5,0,2,C++,Finance,53,0,Female,Contract,1,11600.0
2,3,32,Manager,Delhi,2,3,1,SQL,Operations,56,2,Female,PartTime,1,15800.0
2,5,32,Engineer,Delhi,4,3,3,SQL,Admin,45,9,Male,Contract,0,33100.0
18,5,24,Engineer,Hyderabad,2,3,2,Python,Finance,56,28,Male,Contract,1,56100.0
10,5,37,Consultant,Mumbai,2,2,3,Java,Finance,37,7,Other,FullTime,0,23400.0
28,4,39,Lead,Bangalore,5,0,1,C++,Operations,37,10,Other,PartTime,1,86600.0
9,3,21,Engineer,Mumbai,5,3,5,JavaScript,Operations,44,25,Other,FullTime,0,28000.0
11,1,37,Consultant,Bangalore,1,3,5,Python,IT,55,6,Other,PartTime,0,9100.0
13,1,54,Analyst,Hyderabad,4,0,2,Python,IT,37,13,Other,FullTime,0,24100.0
29,4,63,Intern,Chennai,0,2,3,C++,Admin,58,24,Male,Contract,0,75600.0
29,1,27,Intern,Hyderabad,0,0,5,Java,HR,41,7,Female,Contract,0,60400.0
27,1,53,Manager,Mumbai,0,0,2,Java,HR,55,26,Male,PartTime,1,59700.0
17,3,26,Intern,Bangalore,3,1,5,SQL,HR,51,1,Other,FullTime,0,67200.0
23,4,26,Intern,Mumbai,1,5,3,Python,IT,54,24,Male,FullTime,1,67900.0
8,4,52,Consultant,Pune,3,5,4,SQL,Finance,37,25,Other,FullTime,1,35200.0
14,5,48,Intern,Mumbai,0,3,5,Java,IT,52,11,Male,FullTime,0,37000.0
23,1,57,Intern,Hyderabad,0,0,1,JavaScript,Finance,54,28,Other,PartTime,1,62700.0
30,2,49,Lead,Mumbai,5,3,2,Java,IT,39,23,Female,PartTime,0,60500.0
25,3,63,Intern,Hyderabad,1,0,5,Java,Admin,35,2,Other,PartTime,1,75800.0
2,3,50,Engineer,Mumbai,2,0,3,C++,IT,40,21,Female,PartTime,0,16500.0
22,2,42,Intern,Chennai,4,5,3,JavaScript,Admin,52,21,Female,Contract,0,46000.0
10,5,25,Intern,Pune,0,4,3,SQL,Admin,39,0,Male,FullTime,0,43500.0
9,2,49,Lead,Pune,5,2,4,SQL,HR,45,26,Male,Contract,0,37400.0
17,2,22,Intern,Delhi,4,0,5,C++,Finance,57,13,Female,FullTime,0,39600.0
3,5,30,Director,Chennai,2,5,4,Python,Finance,38,9,Female,Contract,1,38900.0
27,2,40,Engineer,Bangalore,2,0,1,Python,HR,46,23,Other,FullTime,1,69400.0
12,5,38,Lead,Hyderabad,1,0,5,C++,Admin,54,21,Female,FullTime,0,61200.0
29,1,55,Manager,Delhi,2,2,2,Python,IT,40,24,Other,PartTime,0,69900.0
28,5,56,Analyst,Mumbai,4,2,5,Java,Finance,48,2,Other,Contract,1,83500.0
5,4,38,Manager,Pune,1,1,3,C++,Operations,38,5,Female,FullTime,1,38400.0
26,4,32,Director,Hyderabad,3,2,4,Java,Admin,38,29,Other,PartTime,0,69400.0
20,2,45,Engineer,Bangalore,0,3,4,SQL,Finance,37,23,Male,FullTime,1,53300.0
12,4,56,Intern,Chennai,3,3,4,Java,IT,42,1,Male,FullTime,0,33500.0
24,5,62,Director,Pune,2,3,5,Python,Finance,47,13,Male,PartTime,0,96300.0
25,1,61,Analyst,Mumbai,1,0,1,C++,HR,58,2,Male,FullTime,1,66900.0
19,5,40,Engineer,Bangalore,3,5,2,Python,IT,38,29,Male,PartTime,1,53700.0
4,3,31,Engineer,Hyderabad,3,4,1,SQL,HR,54,0,Female,Contract,1,34400.0
19,2,40,Analyst,Bangalore,1,2,1,C++,IT,47,29,Male,PartTime,0,55700.0
13,1,53,Director,Delhi,5,2,4,JavaScript,IT,58,13,Other,FullTime,1,29600.0
12,2,30,Intern,Delhi,1,0,1,JavaScript,IT,44,30,Male,Contract,1,39800.0
13,3,45,Manager,Mumbai,1,1,2,C++,Operations,56,7,Male,FullTime,0,39100.0
7,4,30,Analyst,Bangalore,2,4,1,C++,HR,41,8,Male,FullTime,1,31400.0
15,3,44,Lead,Mumbai,3,3,1,SQL,Admin,35,17,Female,Contract,0,62100.0
12,4,61,Manager,Hyderabad,1,0,1,Java,Operations,59,21,Male,PartTime,0,59400.0
23,2,53,Consultant,Bangalore,5,0,3,Python,Operations,47,27,Other,Contract,0,53200.0
14,2,54,Engineer,Hyderabad,5,1,4,Java,Finance,46,3,Male,PartTime,1,39500.0
18,2,35,Analyst,Hyderabad,3,3,2,SQL,Admin,44,13,Female,PartTime,0,46600.0
0,5,60,Analyst,Pune,3,0,4,C++,Admin,52,11,Female,FullTime,0,36200.0
21,1,44,Consultant,Bangalore,5,5,3,C++,Finance,48,15,Male,Contract,1,39900.0
1,5,35,Lead,Hyderabad,1,4,2,Java,Admin,44,25,Male,Contract,1,46900.0
17,3,30,Consultant,Delhi,3,2,1,JavaScript,Finance,41,15,Male,PartTime,1,59100.0
18,1,25,Consultant,Mumbai,1,0,4,Python,Operations,50,17,Male,PartTime,1,27200.0
7,2,42,Director,Mumbai,0,0,4,Python,Finance,35,23,Other,FullTime,1,40800.0
2,2,57,Intern,Mumbai,3,3,1,SQL,Admin,36,8,Other,FullTime,0,33000.0
22,2,51,Intern,Mumbai,5,0,5,C++,IT,58,11,Female,PartTime,0,50700.0
25,4,43,Lead,Delhi,4,5,5,Java,Operations,35,3,Other,FullTime,1,83500.0
13,3,31,Consultant,Bangalore,4,1,2,Python,HR,48,3,Male,FullTime,0,38700.0
25,5,30,Lead,Bangalore,1,5,2,C++,IT,35,28,Other,Contract,0,88100.0
8,3,55,Director,Hyderabad,0,2,3,SQL,IT,49,13,Other,Contract,1,30400.0
28,4,42,Engineer,Hyderabad,4,1,1,SQL,Finance,49,18,Other,PartTime,1,66900.0
7,4,61,Analyst,Delhi,4,1,4,Java,HR,51,19,Male,Contract,0,35200.0
16,3,42,Consultant,Chennai,1,2,3,JavaScript,HR,47,25,Male,FullTime,1,47200.0
22,4,57,Manager,Bangalore,2,5,5,SQL,HR,35,17,Female,FullTime,0,76000.0
22,1,47,Engineer,Hyderabad,3,5,3,Python,Operations,45,27,Female,Contract,1,59100.0
23,2,21,Engineer,Delhi,3,2,1,JavaScript,Finance,46,5,Female,FullTime,0,55600.0
15,5,25,Engineer,Pune,5,1,2,C++,HR,48,3,Female,PartTime,1,50600.0
9,4,31,Manager,Pune,0,2,4,JavaScript,Admin,41,4,Female,PartTime,1,37800.0
20,5,53,Analyst,Bangalore,3,4,5,SQL,Admin,54,22,Female,PartTime,1,70100.0
9,2,36,Engineer,Delhi,0,3,4,SQL,IT,49,18,Other,PartTime,1,47300.0
24,3,60,Lead,Bangalore,5,3,4,JavaScript,Operations,42,2,Female,PartTime,1,66900.0
24,2,50,Manager,Delhi,3,4,3,C++,IT,48,4,Female,Contract,0,66300.0
23,5,48,Intern,Mumbai,3,2,5,Java,HR,48,6,Other,Contract,1,66500.0
5,1,49,Director,Pune,2,4,1,C++,Admin,55,2,Female,PartTime,0,23900.0
21,3,36,Intern,Chennai,4,5,1,C++,Admin,50,23,Other,PartTime,1,55500.0
16,4,21,Analyst,Chennai,3,3,5,SQL,HR,37,20,Female,Contract,1,46100.0
28,1,28,Lead,Bangalore,4,3,3,C++,HR,55,5,Male,FullTime,1,72400.0
15,2,24,Manager,Delhi,1,0,5,SQL,HR,57,0,Other,FullTime,0,40800.0
14,5,56,Manager,Pune,5,1,3,C++,Operations,40,6,Male,PartTime,1,49100.0
21,5,38,Intern,Bangalore,0,0,1,C++,Admin,44,3,Female,Contract,0,62100.0
13,5,39,Director,Delhi,2,2,1,C++,IT,58,26,Other,FullTime,1,35300.0
3,2,56,Manager,Mumbai,2,3,4,SQL,IT,55,5,Male,Contract,0,19000.0
3,3,29,Analyst,Bangalore,0,2,5,C++,IT,53,6,Female,Contract,1,20500.0
29,4,46,Lead,Delhi,5,5,2,JavaScript,Admin,41,5,Female,FullTime,1,72700.0
1,1,22,Manager,Delhi,4,3,3,C++,Finance,52,15,Male,Contract,1,4800.0
28,2,23,Director,Chennai,3,3,3,Python,Operations,39,0,Male,Contract,1,58500.0
10,5,48,Analyst,Hyderabad,2,5,1,SQL,Admin,53,2,Other,FullTime,1,63100.0
29,4,40,Manager,Hyderabad,3,3,2,C++,Operations,52,5,Other,FullTime,0,77100.0
3,5,39,Engineer,Hyderabad,3,5,3,SQL,Operations,52,15,Male,FullTime,1,18700.0
20,2,39,Engineer,Pune,3,0,4,Python,Admin,51,15,Female,FullTime,0,48800.0
28,5,61,Consultant,Mumbai,0,1,2,SQL,HR,51,13,Other,Contract,0,81900.0
27,2,57,Consultant,Pune,5,3,2,JavaScript,IT,48,14,Female,Contract,1,71100.0
20,5,35,Director,Delhi,5,1,2,JavaScript,Operations,38,9,Female,Contract,1,86400.0
15,2,61,Engineer,Hyderabad,5,4,5,Java,HR,48,5,Other,FullTime,0,37300.0
20,5,26,Engineer,Bangalore,5,5,5,Java,Finance,38,28,Other,Contract,1,75600.0
3,4,62,Consultant,Mumbai,4,1,5,Python,Finance,46,19,Other,PartTime,1,34500.0
0,4,21,Analyst,Bangalore,1,5,1,Java,HR,58,1,Male,FullTime,1,-600.0
29,5,33,Analyst,Mumbai,2,5,1,Java,Finance,54,28,Female,FullTime,1,71100.0
25,5,23,Intern,Pune,1,5,5,JavaScript,IT,45,24,Female,PartTime,0,72000.0
23,2,28,Lead,Bangalore,0,2,1,JavaScript,Operations,45,10,Male,Contract,1,75900.0
18,2,43,Lead,Hyderabad,3,5,3,JavaScript,IT,37,6,Female,PartTime,1,44200.0
1,2,48,Lead,Mumbai,5,0,3,SQL,HR,51,0,Male,PartTime,1,23300.0
8,3,53,Analyst,Delhi,3,4,2,Python,IT,42,0,Other,PartTime,1,34900.0
22,5,54,Analyst,Mumbai,3,2,4,C++,Operations,37,15,Other,Contract,1,65100.0
24,5,54,Analyst,Hyderabad,1,0,3,Java,Operations,45,6,Other,Contract,0,74000.0
12,5,45,Engineer,Chennai,3,1,1,Python,Operations,39,22,Female,PartTime,0,52600.0
17,5,61,Lead,Delhi,0,5,3,Python,IT,44,3,Male,PartTime,0,64300.0
15,2,21,Intern,Pune,2,4,1,Python,IT,38,22,Female,FullTime,1,37300.0
15,2,63,Consultant,Hyderabad,2,0,5,Python,Finance,47,4,Other,FullTime,0,50300.0
24,3,27,Engineer,Mumbai,2,5,3,Python,IT,57,14,Other,FullTime,0,69300.0
9,2,58,Lead,Hyderabad,3,5,2,Java,Finance,35,0,Male,Contract,0,40900.0
8,5,48,Director,Mumbai,0,5,4,C++,Operations,39,1,Male,Contract,1,44100.0
10,5,37,Consultant,Mumbai,0,2,4,Java,Admin,48,15,Female,PartTime,0,46700.0
24,1,58,Engineer,Delhi,3,3,1,C++,Finance,54,28,Female,FullTime,0,49300.0
25,2,50,Lead,Mumbai,4,1,1,Python,Finance,47,0,Male,PartTime,0,67500.0
28,1,21,Manager,Chennai,2,2,2,SQL,Finance,46,8,Other,PartTime,1,46000.0
25,5,48,Director,Hyderabad,1,2,5,SQL,IT,56,0,Male,FullTime,1,85000.0
3,2,56,Consultant,Hyderabad,2,2,1,Python,Finance,57,6,Male,PartTime,0,18100.0
9,5,38,Engineer,Mumbai,3,0,3,C++,Admin,58,27,Female,FullTime,1,50700.0
2,1,22,Engineer,Mumbai,0,1,2,Java,Admin,47,30,Other,PartTime,0,2400.0
5,1,53,Manager,Delhi,1,3,4,JavaScript,Operations,55,19,Female,FullTime,1,3000.0
2,4,27,Consultant,Delhi,1,1,4,C++,Finance,50,8,Other,FullTime,1,29000.0
26,4,59,Consultant,Mumbai,5,4,4,Python,Admin,51,23,Female,PartTime,1,79600.0
8,2,38,Analyst,Bangalore,0,2,2,Java,Finance,55,15,Other,FullTime,1,28100.0
2,2,27,Consultant,Pune,2,3,4,SQL,Admin,38,5,Female,Contract,1,14600.0
17,2,24,Manager,Mumbai,3,4,1,C++,Finance,35,12,Female,Contract,0,36900.0
7,2,37,Analyst,Pune,5,3,2,JavaScript,HR,40,22,Other,PartTime,1,39900.0
21,2,39,Intern,Pune,0,0,1,Java,HR,45,3,Other,FullTime,1,47600.0
7,2,25,Consultant,Chennai,3,4,3,Java,Operations,49,12,Male,FullTime,1,32200.0
